AGCNr,Name,RAdeg_HI,DECdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,sigW,W20,HIflux,sigflux,SNR,RMS,Dist,sigDist,logMH,siglogMH,HIcode
174514,........,118.12625,11.83583,118.12875,11.82778,1984,47,6,80,0.83,0.04,13.2,2.02,30.4,2.4,8.26,0.08,1
170923,058-054.,118.17583,14.83944,118.1775,14.84056,14269,418,25,477,2.56,0.12,11.7,2.34,206.9,2.3,10.41,0.05,1
174613,........,118.17709,9.32861,118.17542,9.32611,9573,35,9,62,0.42,0.06,6.7,2.31,140.0,2.4,9.29,0.08,1
174614,........,118.19625,9.10194,118.20042,9.10278,9342,231,26,290,1.6,0.09,9.9,2.37,136.7,2.2,9.85,0.05,1
171526,........,118.21,15.05972,118.22542,15.05083,14913,230,7,241,1.15,0.09,7.2,2.35,216.1,2.3,10.1,0.06,1
172693,........,118.22125,17.5575,118.21375,17.56,4745,77,7,94,0.68,0.05,7.5,2.27,69.4,2.3,8.89,0.06,1
172695,........,118.23833,17.01805,118.23,17.01667,8664,393,37,411,1.36,0.1,7.0,2.18,126.8,2.3,9.71,0.06,1
170929,030-024.,118.24625,5.49806,118.245,5.49694,9049,124,3,149,3.24,0.08,26.1,2.48,132.6,2.2,10.13,0.05,1
172697,........,118.25541,16.90055,118.25999,16.89305,13637,133,12,171,0.93,0.07,7.7,2.35,197.9,2.4,9.93,0.06,1
172696,........,118.26125,16.6925,118.25833,16.69111,4992,153,20,209,2.04,0.07,17.7,2.08,72.9,2.4,9.41,0.05,1
174715,030-025.,118.26167,7.27306,118.25958,7.27611,11487,155,8,183,1.32,0.07,10.6,2.23,167.4,2.3,9.94,0.05,1
174680,........,118.26833,5.76472,118.26583,5.76389,4052,80,23,159,1.52,0.08,15.6,2.41,60.6,2.3,9.12,0.06,1
172700,........,118.29166,16.61361,118.29791,16.60361,16246,133,8,155,0.98,0.08,7.2,2.61,235.1,2.3,10.11,0.06,1
174615,........,118.29042,8.38972,118.28833,8.38639,9630,261,20,319,1.07,0.1,6.5,2.27,140.8,2.2,9.7,0.06,1
172706,........,118.30083,17.46889,118.32167,17.48361,12279,253,28,264,1.25,0.09,7.5,2.32,178.4,2.2,9.97,0.05,1
174515,........,118.30042,13.00944,118.30083,13.02583,8975,175,5,187,1.06,0.07,7.8,2.28,131.4,2.3,9.63,0.05,1
174516,........,118.30291,12.62806,118.29916,12.63028,8904,262,59,319,1.84,0.13,7.4,3.41,130.4,2.2,9.87,0.06,1
170930,058-057.,118.30708,12.90306,118.30542,12.89806,8918,162,12,195,1.52,0.07,12.7,2.09,130.5,2.2,9.79,0.05,1
174517,........,118.34625,13.2275,118.34375,13.21722,14334,110,7,134,1.35,0.12,8.1,3.55,207.9,2.1,10.14,0.06,1
4077,058-062.,118.3725,14.61361,118.37125,14.61167,4665,161,4,181,2.89,0.07,23.8,2.14,68.5,2.3,9.5,0.05,1
171493,........,118.41624,5.27167,118.41583,5.275,4026,137,3,150,1.52,0.07,12.5,2.32,60.2,2.3,9.11,0.06,1
174519,........,118.4275,14.48695,118.42375,14.47583,14921,207,13,223,1.4,0.09,8.3,2.6,216.3,2.3,10.19,0.05,1
170938,058-064.,118.43291,13.33917,118.43459,13.33722,4607,274,24,298,2.08,0.13,8.5,3.31,67.8,2.2,9.35,0.06,1
174616,........,118.44875,10.15139,118.45333,10.1475,1942,55,8,94,1.15,0.07,10.5,3.24,29.9,2.3,8.38,0.08,1
174617,........,118.49,8.8825,118.49,8.88028,9692,321,4,337,2.47,0.1,13.7,2.24,141.7,2.3,10.07,0.05,1
170339,058-065.,118.51833,13.95167,118.51833,13.95389,8905,252,35,296,2.02,0.09,12.1,2.35,130.4,2.1,9.91,0.05,1
172725,........,118.53458,17.53056,118.53709,17.52528,8607,126,36,138,0.85,0.21,7.4,2.28,126.0,2.2,9.5,0.12,1
174489,........,118.56209,11.91917,118.56167,11.92,5937,203,4,222,1.87,0.07,14.1,2.07,88.0,2.3,9.53,0.05,1
170340,058-066.,118.56917,14.27389,118.57125,14.27306,4579,182,4,202,2.16,0.1,12.2,2.92,67.3,2.5,9.36,0.06,1
4091,N2470...,118.58583,4.455,118.58542,4.45972,4013,519,8,545,2.75,0.16,8.0,2.95,60.1,2.3,9.37,0.06,1
171489,........,118.60333,6.70028,118.60417,6.69972,10120,106,5,122,0.93,0.07,9.2,2.2,147.9,2.3,9.68,0.06,1
4086,........,118.61041,16.21667,118.6125,16.21445,4751,92,6,114,1.72,0.06,15.8,2.52,69.6,2.3,9.29,0.05,1
172737,........,118.61542,16.16222,118.62208,16.15111,4826,142,12,173,1.39,0.07,10.9,2.39,70.7,2.2,9.21,0.06,1
172738,........,118.6175,17.69917,118.62251,17.70111,12332,133,52,148,0.93,0.08,7.3,2.49,179.2,2.2,9.85,0.06,1
174542,........,118.68375,14.79,0.0,0.0,14392,40,6,57,0.59,0.04,8.5,2.39,208.7,2.3,9.78,0.05,1
170341,058-070.,118.795,14.37194,118.79333,14.37028,13419,254,11,273,1.88,0.13,7.8,3.39,194.8,2.3,10.23,0.05,1
174681,........,118.79832,5.67306,118.79583,5.66778,9130,100,7,118,0.73,0.07,6.7,2.44,133.8,2.3,9.49,0.06,1
171540,........,118.84583,15.55333,118.84833,15.55889,14094,266,8,291,1.92,0.09,12.1,2.17,204.5,2.3,10.28,0.05,1
170950,087-047.,118.84583,15.08611,118.84333,15.09444,4652,94,6,134,2.73,0.07,29.3,2.13,68.3,2.3,9.48,0.05,1
172757,087-048.,118.8625,17.05805,118.86125,17.06028,5012,217,6,240,3.28,0.08,22.8,2.18,73.2,2.4,9.62,0.05,1
174716,........,118.87583,6.99583,118.87083,6.98778,17417,221,54,249,1.24,0.1,7.4,2.5,252.1,2.3,10.27,0.06,1
171542,........,118.88083,15.53417,118.87875,15.53306,10869,195,7,207,0.94,0.07,7.0,2.14,158.4,2.3,9.74,0.06,1
174792,........,118.88208,3.43056,118.88458,3.42611,9715,81,5,98,2.27,0.07,19.9,2.82,142.2,2.3,10.03,0.05,1
174520,........,118.89791,12.99167,118.89958,12.99472,13301,292,18,337,1.5,0.1,8.8,2.22,193.2,2.2,10.12,0.05,1
174618,........,118.92708,9.65,118.9275,9.63139,4205,59,10,95,0.71,0.06,8.4,2.42,62.5,2.3,8.81,0.06,1
171490,........,118.9975,6.77944,118.99416,6.77972,3690,141,3,158,1.47,0.07,11.6,2.38,55.4,2.3,9.03,0.06,1
172775,........,119.03125,17.37611,119.03625,17.36556,8507,163,24,171,1.16,0.07,8.9,2.28,124.6,2.4,9.63,0.05,1
170275,059-003.,119.035,14.27056,119.04083,14.26028,10755,262,37,284,1.6,0.12,7.1,3.13,156.8,2.4,9.97,0.06,1
170955,087-050.,119.05917,17.01889,119.06084,17.02028,5084,140,15,167,1.2,0.07,9.8,2.31,74.2,2.2,9.19,0.06,1
174521,........,119.06458,15.00139,119.05,14.99833,13462,271,7,287,1.46,0.1,8.1,2.42,195.5,2.2,10.12,0.05,1
4109,059-004.,119.06875,11.65889,119.06917,11.66139,13706,304,3,317,3.09,0.13,12.7,3.12,199.0,2.3,10.46,0.05,1
174793,........,119.08958,3.36694,119.08167,3.3625,9702,67,6,88,0.77,0.06,7.8,2.66,142.0,2.2,9.56,0.06,1
716621,........,119.10167,17.975,119.10667,17.97389,12452,99,7,113,0.76,0.06,7.3,2.32,180.9,2.1,9.77,0.06,1
170959,088-005.,119.1675,17.98889,119.17416,17.99139,12323,400,14,450,3.45,0.13,15.7,2.44,179.1,2.1,10.42,0.05,1
170958,........,119.17875,16.92083,119.16875,16.92028,8583,170,69,178,1.45,0.1,8.1,3.07,125.7,2.4,9.73,0.06,1
174619,........,119.17917,11.22278,119.18626,11.22417,9043,58,6,73,0.53,0.05,6.8,2.26,132.4,2.3,9.34,0.06,1
174717,........,119.19792,7.39333,119.17875,7.38833,9727,194,68,215,0.91,0.08,6.3,2.34,142.3,2.3,9.64,0.06,1
174718,........,119.20208,7.47944,119.18833,7.47944,9768,127,14,146,0.73,0.07,6.3,2.28,142.9,2.4,9.55,0.06,1
4112,N2485...,119.20458,7.47472,119.20251,7.4775,4641,272,4,279,1.7,0.11,8.6,2.67,68.7,2.3,9.28,0.06,1
174620,........,119.21667,8.00444,119.21417,8.00833,16999,306,19,328,1.71,0.09,10.2,2.15,246.2,2.2,10.39,0.05,1
174522,D631-6..,119.22833,14.645,119.22584,14.64111,14234,35,2,52,3.48,0.06,49.7,2.57,206.5,2.1,10.54,0.04,1
174565,........,119.2575,12.14917,119.24875,12.13222,13385,156,26,191,0.88,0.08,6.5,2.42,194.4,2.4,9.89,0.06,1
4115,088-007.,119.25917,14.39056,119.25791,14.39139,341,76,3,109,23.13,0.11,162.5,3.62,7.7,0.8,8.51,0.09,1
170278,059-005.,119.29292,10.58694,119.28333,10.59667,13879,477,71,517,2.45,0.16,7.8,2.95,201.5,2.2,10.37,0.05,1
712314,........,119.30624,10.85611,119.30917,10.87,13416,217,11,225,1.46,0.08,9.8,2.25,194.9,2.3,10.12,0.05,1
170281,059-007.,119.32542,11.2125,119.33167,11.20611,13919,88,4,108,1.29,0.06,13.2,2.33,202.1,2.3,10.09,0.05,1
174523,........,119.36458,14.55528,119.35792,14.55444,14357,308,4,319,1.84,0.11,9.2,2.55,208.3,2.3,10.27,0.05,1
170969,088-008.,119.45625,16.02611,119.44791,16.03,4854,230,8,247,1.22,0.08,8.5,2.1,71.1,2.3,9.16,0.06,1
171471,........,119.45417,11.18111,119.45625,11.18528,13641,86,7,106,0.92,0.06,9.5,2.31,198.1,2.2,9.93,0.05,1
174794,........,119.49834,3.62556,119.49083,3.63861,8969,99,9,136,0.93,0.07,7.8,2.66,131.5,2.3,9.58,0.06,1
171483,........,119.5525,11.02278,119.55125,11.02056,2342,93,3,109,7.59,0.08,70.6,2.47,35.8,2.4,9.36,0.07,1
174795,........,119.57167,2.65333,119.57167,2.6525,12047,219,8,237,1.53,0.1,8.3,2.76,175.5,2.3,10.05,0.05,1
174622,........,119.59083,10.34361,119.59083,10.34972,14274,197,55,250,1.74,0.11,9.8,2.82,207.2,2.3,10.25,0.05,1
712346,........,119.59875,11.02722,119.61459,11.02722,4883,72,33,81,0.56,0.05,6.9,2.11,71.8,2.4,8.83,0.06,1
170291,059-009.,119.64166,12.17083,119.65167,12.16333,14821,302,11,329,1.5,0.12,7.1,2.69,215.0,2.3,10.21,0.06,1
174524,........,119.65834,15.06639,119.65542,15.06889,4661,127,26,157,0.7,0.06,6.8,2.06,68.5,2.4,8.89,0.07,1
174624,........,119.69083,11.64417,119.68958,11.64917,13192,201,6,209,1.55,0.12,7.3,3.35,191.7,2.3,10.13,0.06,1
174525,........,119.70042,12.8575,119.69917,12.86472,10549,250,7,269,1.14,0.09,7.3,2.21,153.9,2.3,9.8,0.06,1
174526,........,119.70792,14.99917,119.72292,14.98306,10445,225,46,233,0.98,0.09,6.2,2.36,152.4,2.3,9.73,0.06,1
170593,N2499...,119.71,7.49139,119.71584,7.4925,9779,233,3,251,1.7,0.09,10.7,2.33,143.1,2.3,9.91,0.05,1
174719,........,119.75751,7.28833,119.75333,7.29389,4663,186,7,197,1.07,0.07,8.0,2.2,69.0,2.3,9.08,0.06,1
171547,........,119.76208,15.6875,119.76667,15.69083,10820,41,5,60,0.93,0.05,14.4,2.21,157.7,2.1,9.74,0.05,1
174834,........,119.77,17.39778,119.77126,17.395,8586,153,32,174,0.88,0.08,6.5,2.46,125.8,2.3,9.52,0.06,1
174720,........,119.77,6.73306,119.775,6.73389,2589,93,6,118,1.09,0.06,11.7,2.16,39.7,2.2,8.61,0.07,1
174527,........,119.77334,12.42389,119.77167,12.41972,4497,175,6,189,1.48,0.1,8.4,2.97,66.4,2.3,9.19,0.06,1
174721,........,119.83709,7.73194,119.83667,7.73361,4211,126,7,148,0.94,0.06,8.2,2.27,62.7,2.1,8.94,0.06,1
174621,........,119.83792,9.62167,119.84542,9.61833,2606,150,4,161,1.24,0.07,10.1,2.23,39.7,2.3,8.66,0.07,1
174528,........,119.84,14.16722,119.84209,14.16055,4698,88,11,120,1.14,0.06,12.3,2.19,69.1,2.3,9.11,0.06,1
174623,........,119.83959,8.28306,119.845,8.27889,17238,70,13,115,1.02,0.07,11.0,2.47,249.6,2.4,10.18,0.05,1
4139,088-010.,119.85001,16.41833,119.84834,16.42139,4883,190,3,208,5.33,0.07,42.1,2.05,67.9,4.2,9.76,0.07,1
4144,031-014.,119.86333,7.44194,119.86333,7.44306,9818,476,6,496,2.92,0.13,11.2,2.44,143.6,2.4,10.15,0.05,1
171548,........,119.91042,15.73139,119.90417,15.73472,10905,228,14,244,1.88,0.08,13.1,2.12,159.0,2.2,10.05,0.05,1
4145,088-014.,119.91792,15.39083,119.91708,15.38722,4634,410,7,423,2.31,0.11,11.2,2.26,67.9,4.3,9.4,0.07,1
4152,N2504...,119.96917,5.60861,119.96709,5.6075,2616,84,3,125,4.86,0.07,51.2,2.3,40.1,2.4,9.27,0.07,1
174682,........,119.97375,5.38139,119.97375,5.37139,4014,155,9,192,0.93,0.07,8.0,2.09,60.1,2.3,8.9,0.06,1
171467,F631-8..,119.98542,13.84444,119.98625,13.84278,4468,126,8,148,0.9,0.06,8.8,2.03,65.9,2.4,8.96,0.06,1
174683,........,119.98666,4.48472,119.985,4.48722,4037,173,5,188,1.22,0.09,8.0,2.59,60.5,2.3,9.02,0.06,1
172836,........,120.00958,16.05055,119.99959,16.05055,4537,123,8,135,0.69,0.06,6.3,2.2,66.7,2.3,8.86,0.07,1
188737,........,120.02374,12.08306,120.02625,12.07778,14913,134,12,161,0.81,0.07,6.7,2.32,216.3,2.3,9.95,0.06,1
4154,059-011.,120.0275,13.15583,120.02625,13.15194,4626,260,4,276,3.91,0.11,20.0,2.71,59.4,10.7,9.51,0.16,1
188937,........,120.05708,4.84806,120.04666,4.85389,4559,280,85,308,1.25,0.09,7.7,2.17,67.7,2.3,9.13,0.06,1
182463,........,120.07041,13.55056,120.07542,13.54833,4659,113,12,138,1.09,0.06,10.7,2.14,68.6,2.3,9.08,0.06,1
181605,........,120.08583,11.31806,120.0875,11.31944,4501,197,9,232,3.56,0.08,25.2,2.25,66.5,2.3,9.57,0.05,1
182525,........,120.10249,17.5275,120.09958,17.52417,2055,153,4,174,2.7,0.07,22.5,2.16,31.2,2.3,8.79,0.08,1
171002,031-018.,120.11709,7.81222,120.11583,7.81556,4074,239,3,255,3.37,0.09,21.4,2.27,60.8,2.4,9.47,0.06,1
188738,........,120.12291,15.46278,120.11874,15.45306,4554,140,5,150,1.23,0.06,11.4,2.03,67.0,2.2,9.11,0.06,1
188739,........,120.12541,12.05861,120.12541,12.06361,4890,113,11,161,1.24,0.06,12.6,2.05,71.9,2.2,9.18,0.06,1
188740,........,120.13292,12.05167,120.13458,12.05306,4881,117,7,135,1.07,0.06,11.5,1.91,71.7,2.3,9.11,0.06,1
182475,........,120.16959,15.81694,120.17125,15.825,16164,165,7,192,2.22,0.09,15.0,2.57,234.1,2.3,10.46,0.05,1
171003,........,120.17,16.34,120.17083,16.33972,4864,198,7,227,2.17,0.09,14.9,2.31,67.9,4.3,9.37,0.07,1
188938,........,120.17959,4.16722,120.18667,4.16806,11793,334,66,345,1.47,0.1,7.8,2.29,171.9,2.4,10.01,0.05,1
182471,........,120.18832,15.77083,120.19,15.78417,13647,270,6,276,1.18,0.09,7.4,2.18,198.2,2.2,10.04,0.06,1
188842,........,120.19041,8.63028,120.18042,8.63944,4199,55,6,68,0.58,0.05,7.2,2.42,62.5,2.2,8.73,0.06,1
4162,088-018.,120.19749,16.55833,120.19209,16.54722,4361,403,3,420,2.31,0.11,11.1,2.31,67.9,4.3,9.4,0.07,1
170310,059-014.,120.19917,9.65611,120.19958,9.6575,8954,220,3,239,3.11,0.09,19.3,2.43,131.3,2.2,10.1,0.05,1
171243,FGC.699.,120.20125,8.63056,120.19625,8.63917,2547,169,3,186,2.93,0.08,21.4,2.34,39.0,2.3,9.02,0.07,1
188742,........,120.23708,13.38278,120.22792,13.39639,4105,410,83,425,2.01,0.14,7.4,2.95,60.9,2.4,9.24,0.06,1
171008,........,120.23625,2.29472,120.23708,2.29278,12155,115,5,131,1.06,0.07,8.2,2.66,177.1,2.1,9.89,0.05,1
188844,........,120.24958,8.92694,120.24542,8.92667,4031,124,42,159,0.69,0.06,6.5,2.12,60.1,2.2,8.77,0.07,1
189066,........,120.25916,2.06611,120.25834,2.06194,3812,101,10,136,1.26,0.08,10.5,2.66,57.5,2.2,8.99,0.06,1
188807,........,120.27,15.37917,0.0,0.0,4839,69,10,124,1.17,0.05,14.0,2.23,71.0,2.5,9.14,0.06,1
188845,........,120.30041,11.62361,120.30417,11.62361,4935,79,7,97,0.79,0.07,6.8,2.9,72.5,2.4,8.99,0.06,1
188808,........,120.30374,15.34944,0.0,0.0,4743,57,7,81,0.67,0.04,10.0,1.97,69.6,2.2,8.88,0.06,1
188992,........,120.32291,7.50167,120.32583,7.51167,2535,117,7,122,0.67,0.06,6.5,2.15,38.9,2.3,8.38,0.08,1
184643,........,120.33916,16.46194,120.34084,16.44806,12059,196,9,214,1.09,0.09,6.9,2.52,175.5,2.2,9.9,0.06,1
171012,031-021.,120.34624,6.14222,120.34541,6.14333,11681,90,8,119,1.06,0.06,10.8,2.3,170.3,2.3,9.86,0.05,1
188846,........,120.35874,9.31056,120.36124,9.30806,14111,275,12,289,1.27,0.09,7.4,2.31,205.0,2.2,10.1,0.05,1
4171,059-016.,120.38042,9.71167,120.37916,9.70694,4890,506,6,532,2.86,0.13,10.5,2.41,74.1,14.5,9.57,0.18,1
188809,........,120.38625,15.33722,0.0,0.0,4522,257,55,268,1.57,0.08,9.9,2.2,66.5,2.4,9.21,0.06,1
188847,........,120.40125,8.10639,120.39917,8.10028,4305,208,10,243,1.37,0.07,10.9,1.93,64.0,2.5,9.12,0.06,1
188810,........,120.40416,15.32278,0.0,0.0,4475,158,4,170,1.16,0.06,9.7,2.13,65.9,2.1,9.07,0.06,1
170315,059-017.,120.41,10.73444,120.41457,10.73278,4864,319,26,331,1.61,0.1,8.9,2.25,71.6,2.3,9.29,0.06,1
188939,........,120.41708,6.13417,120.42876,6.13861,11648,148,5,164,1.26,0.08,10.0,2.32,169.8,2.3,9.93,0.05,1
184652,........,120.45083,17.9825,120.44457,17.99056,5082,91,15,99,0.62,0.05,6.6,2.17,74.2,2.3,8.91,0.06,1
170317,059-019.,120.46584,9.6425,120.47542,9.62556,4726,120,5,131,0.87,0.06,8.2,2.14,68.2,4.5,8.98,0.08,1
189196,........,120.47792,16.64889,120.48082,16.63528,12093,147,47,161,0.83,0.07,6.7,2.26,175.9,2.3,9.78,0.06,1
170316,059-020.,120.485,11.72,120.48082,11.72,4899,363,5,391,2.25,0.09,13.4,1.97,72.0,2.2,9.44,0.05,1
170318,059-021.,120.49666,9.67889,120.49291,9.67722,14484,293,41,310,1.57,0.1,8.3,2.47,210.3,2.3,10.21,0.05,1
4179,003-004.,120.52834,0.81472,120.52417,0.80917,5586,167,4,185,5.53,0.1,32.6,2.92,81.9,2.2,9.94,0.05,1
188848,........,120.53001,9.64972,120.53334,9.64917,2365,134,3,149,3.43,0.08,27.7,2.39,36.2,2.1,9.03,0.07,1
4177,031-026.,120.53209,7.67167,120.53375,7.6725,10015,440,4,456,2.85,0.12,12.0,2.4,146.5,2.4,10.16,0.05,1
170319,059-022.,120.53876,9.27278,120.53709,9.2725,10165,447,10,486,4.42,0.13,17.6,2.51,148.6,2.4,10.36,0.05,1
171022,031-027.,120.54168,4.32472,120.55292,4.33528,10118,251,7,263,1.07,0.09,6.5,2.33,148.0,2.2,9.74,0.06,1
184670,........,120.56084,16.70278,120.56792,16.70945,11872,229,22,244,1.03,0.09,6.5,2.34,172.8,2.1,9.86,0.06,1
188993,........,120.57418,6.84583,120.56709,6.82611,9850,62,13,122,0.97,0.06,11.4,2.39,144.1,2.4,9.68,0.05,1
4183,031-028.,120.58958,6.87889,120.58958,6.87833,9276,462,5,481,3.83,0.13,15.1,2.45,135.9,2.3,10.22,0.05,1
188940,........,120.60583,4.79806,120.60793,4.79278,9022,77,5,96,2.09,0.06,22.4,2.37,132.4,2.3,9.94,0.05,1
712432,........,120.62583,11.24139,120.62751,11.23639,10443,230,19,240,1.35,0.09,8.3,2.41,152.5,2.2,9.87,0.05,1
188850,........,120.62917,9.08111,120.62668,9.07611,4741,166,3,173,1.35,0.07,9.8,2.38,70.0,2.1,9.19,0.06,1
188988,........,120.65875,5.435,0.0,0.0,830,47,10,63,0.43,0.04,6.2,2.21,13.0,2.3,7.24,0.17,1
181569,F631-1..,120.66833,16.015,120.67334,16.00945,4694,137,4,152,1.2,0.07,9.7,2.34,68.9,2.3,9.13,0.06,1
188994,........,120.69543,7.43194,120.69959,7.43167,4766,138,28,152,0.82,0.06,7.7,2.04,70.4,2.3,8.98,0.06,1
180903,........,120.70626,0.28611,120.70251,0.28667,3555,229,4,252,2.78,0.11,13.6,3.02,54.0,2.2,9.28,0.06,1
4189,N2514...,120.71001,15.80417,120.70708,15.80806,4855,117,3,140,6.18,0.07,56.0,2.27,67.9,4.2,9.83,0.07,1
188851,........,120.71709,11.07639,120.71251,11.07361,10505,192,7,211,1.14,0.08,8.5,2.16,153.4,2.2,9.8,0.05,1
182469,........,120.73126,15.48528,120.73293,15.485,4880,230,2,246,5.5,0.08,37.0,2.19,71.5,2.1,9.82,0.05,1
184700,........,120.75876,17.00361,120.76667,17.00361,4729,58,18,107,0.85,0.06,9.4,2.62,69.3,2.3,8.98,0.06,1
180904,........,120.78,3.41806,120.77708,3.41611,10751,126,12,141,1.51,0.07,11.6,2.59,157.1,2.4,9.94,0.05,1
188852,........,120.79375,10.65111,120.79625,10.64917,10433,194,11,208,1.34,0.09,8.8,2.44,152.4,2.4,9.87,0.05,1
184707,........,120.82333,17.00333,120.82126,17.00028,4927,139,7,152,0.81,0.07,6.6,2.33,72.1,2.3,9.0,0.06,1
180907,031-030.,120.845,3.05028,120.8325,3.0525,10344,460,62,476,3.62,0.15,12.5,2.81,151.3,2.2,10.29,0.05,1
181471,KK.67...,120.85376,15.15056,120.8525,15.14111,1982,91,5,119,1.05,0.06,10.4,2.36,30.3,2.4,8.36,0.08,1
4197,059-028.,120.86125,10.04667,120.85667,10.05028,4589,453,17,494,2.73,0.2,7.1,3.81,71.5,14.1,9.52,0.18,1
188853,........,120.88293,9.11806,120.89166,9.12444,4427,81,7,101,0.64,0.05,7.0,2.26,65.7,2.3,8.81,0.06,1
188995,........,120.895,6.20278,120.88792,6.20611,10194,111,9,142,0.96,0.06,9.8,2.08,149.1,2.4,9.7,0.05,1
189067,........,120.89668,0.58417,120.87626,0.58389,5562,98,12,134,1.27,0.08,10.1,2.82,81.6,2.3,9.3,0.06,1
180910,031-034.,120.92584,7.55222,120.92292,7.55583,9983,268,9,286,1.68,0.09,9.9,2.31,146.1,2.2,9.93,0.05,1
182460,........,120.93125,10.14778,120.93251,10.15,2561,60,4,71,1.1,0.07,9.9,3.17,39.1,2.3,8.6,0.07,1
188941,031-035.,120.935,4.5075,120.9275,4.51222,9060,218,3,228,1.87,0.09,12.1,2.33,132.9,2.2,9.89,0.05,1
180018,MK1208..,120.9875,8.7,120.98416,8.69972,4965,113,8,163,6.63,0.1,50.1,2.77,73.1,2.3,9.92,0.05,1
180913,059-033.,120.99374,8.5325,120.99583,8.53528,11505,287,5,297,1.97,0.13,8.5,3.06,167.8,2.3,10.12,0.05,1
188942,........,120.99917,6.04806,121.01542,6.04806,13939,384,9,413,1.9,0.13,8.0,2.71,202.6,2.5,10.26,0.05,1
4203,031-036.,121.03041,5.11056,121.02416,5.11361,4049,40,7,73,2.1,0.06,32.0,2.28,60.7,2.3,9.26,0.06,1
180023,059-036.,121.03416,9.81444,121.02583,9.81444,10242,350,3,366,2.18,0.11,11.1,2.33,149.7,2.3,10.06,0.05,1
189128,........,121.03999,3.76972,121.03749,3.7675,10563,193,7,212,1.3,0.09,8.6,2.42,154.4,2.2,9.86,0.05,1
188854,........,121.0425,9.23944,121.04333,9.23861,12890,146,10,168,0.85,0.08,6.6,2.38,187.6,2.2,9.85,0.06,1
181710,........,121.04875,7.13611,121.05125,7.14667,13787,294,6,323,1.85,0.12,8.8,2.73,200.4,2.3,10.24,0.05,1
180916,059-038.,121.06374,8.72833,121.0625,8.73194,4717,201,2,217,5.27,0.09,34.2,2.43,69.7,2.2,9.78,0.05,1
184734,........,121.155,17.81889,121.15083,17.81278,8657,259,50,277,2.2,0.09,13.9,2.2,126.9,2.4,9.92,0.05,1
182491,........,121.155,5.35944,121.15458,5.35889,4082,106,7,130,1.1,0.06,10.7,2.23,61.1,2.1,8.99,0.06,1
188743,088-029.,121.18958,15.76667,121.17625,15.77556,8875,123,4,139,1.1,0.06,9.6,2.31,130.0,2.3,9.64,0.05,1
4211,059-039.,121.20168,10.78556,121.19333,10.77611,10430,476,36,483,2.76,0.13,10.9,2.39,152.4,2.3,10.18,0.05,1
180033,059-040.,121.22333,10.83444,121.2325,10.84667,10413,321,7,330,1.37,0.09,7.9,2.15,152.1,2.2,9.87,0.05,1
712472,........,121.22792,10.44861,121.23459,10.43917,10239,372,80,388,2.6,0.18,7.9,3.81,149.7,2.1,10.14,0.05,1
180921,031-039.,121.235,5.06417,121.23459,5.06306,10236,89,16,153,1.4,0.07,14.1,2.34,149.7,2.1,9.87,0.05,1
188744,........,121.24917,13.03917,121.25999,13.04306,8837,44,9,65,0.49,0.04,8.2,2.0,129.6,2.4,9.29,0.06,1
180032,088-030.,121.25082,14.81556,121.24875,14.81583,8598,270,42,332,3.97,0.1,22.6,2.38,126.1,2.3,10.17,0.05,1
188856,........,121.27541,9.45611,121.275,9.45611,9047,221,4,237,2.36,0.09,14.9,2.39,132.7,2.2,9.99,0.05,1
188729,........,121.275,5.01472,121.275,5.01111,4034,86,3,106,1.9,0.05,20.6,2.21,60.5,2.3,9.21,0.06,1
184751,........,121.33833,17.0175,121.33833,17.02167,11653,271,24,285,1.22,0.1,6.6,2.52,169.7,2.3,9.92,0.06,1
188943,........,121.34208,5.95639,121.33665,5.95194,9100,270,68,287,1.12,0.09,6.5,2.33,133.5,2.3,9.67,0.06,1
181711,........,121.40708,6.99972,121.40708,6.99306,4571,114,3,136,1.38,0.06,12.6,2.27,67.8,2.4,9.17,0.06,1
188944,........,121.40874,4.65222,121.40416,4.65722,9399,123,7,137,0.74,0.08,6.7,2.24,137.8,2.3,9.52,0.07,1
180039,059-042.,121.41791,10.70833,121.41959,10.7075,10263,328,11,367,3.71,0.12,18.3,2.5,150.0,2.2,10.29,0.05,1
189068,........,121.43625,0.31556,121.4325,0.30972,5341,94,9,120,0.8,0.07,6.4,2.87,78.6,2.1,9.07,0.06,1
188745,........,121.45958,14.935,121.45749,14.94222,8503,215,8,240,1.22,0.08,8.0,2.32,124.8,2.3,9.65,0.05,1
4216,059-043.,121.46375,12.47806,121.46124,12.47972,10969,421,6,433,2.76,0.17,8.4,3.48,160.1,2.3,10.22,0.05,1
712493,........,121.54168,10.77889,121.53793,10.77583,10047,250,8,267,1.37,0.09,8.2,2.37,146.9,2.2,9.84,0.05,1
181474,KKH.43..,121.54626,15.50778,121.55167,15.50417,1986,49,3,73,1.29,0.05,18.4,2.19,30.4,2.3,8.45,0.08,1
188858,........,121.54876,9.11444,121.54333,9.11528,8905,156,37,169,1.11,0.08,8.6,2.3,130.7,2.3,9.65,0.06,1
180043,059-045.,121.55584,11.78722,121.55708,11.79333,9538,195,6,210,1.37,0.07,11.6,1.88,139.6,2.3,9.8,0.05,1
188746,........,121.55959,12.83667,121.56709,12.82778,5706,65,18,109,0.66,0.05,8.0,2.26,83.2,2.3,9.03,0.06,1
